SEQ,酒店,国家,省份,城市,商圈,星级,业务部门,房间数,图片数,评分,评论数,城市平均实住间夜,酒店总订单,酒店总间夜,酒店实住订单,酒店实住间夜,酒店直销订单,酒店直销间夜,酒店直销实住订单,酒店直销实住间夜,酒店直销拒单,酒店直销拒单率,城市直销订单,城市直销拒单率,拒单率是否小于等于直销城市均值
baise_3054,百色德保桂德宾馆,中国,广西,百色,NULL,二星及其他,低星,20,NULL,5,1,22.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3680,6.47%,0
baise_3055,百色德保仁意商务宾馆,中国,广西,百色,NULL,二星及其他,低星,20,NULL,NULL,NULL,22.35,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3680,6.47%,0
baise_3056,百色德保一彤山宾馆,中国,广西,百色,NULL,二星及其他,低星,10,NULL,NULL,NULL,22.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3680,6.47%,0
baise_3058,百色凌云富豪商务宾馆,中国,广西,百色,NULL,二星及其他,低星,15,NULL,3,1,22.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3680,6.47%,0
baise_3059,百色凌云大茶壶宾馆,中国,广西,百色,NULL,二星及其他,低星,20,NULL,NULL,NULL,22.35,5,7,NULL,NULL,4,4,NULL,NULL,0,0.00%,3680,6.47%,1
baise_3060,百色靖西华安旅馆,中国,广西,百色,NULL,二星及其他,低星,15,NULL,NULL,NULL,22.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3680,6.47%,0
baise_3061,百色靖西三江旅馆,中国,广西,百色,NULL,二星及其他,低星,15,NULL,NULL,NULL,22.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3680,6.47%,0
baise_3062,百色靖西颐和旅馆,中国,广西,百色,NULL,二星及其他,低星,15,NULL,NULL,NULL,22.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3680,6.47%,0
baise_3063,百色靖西泰安旅馆,中国,广西,百色,NULL,二星及其他,低星,15,NULL,NULL,NULL,22.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3680,6.47%,0
baise_3064,百色田林大雅旅馆,中国,广西,百色,NULL,二星及其他,低星,12,NULL,NULL,NULL,22.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3680,6.47%,0
baise_3065,百色田林双虹宾馆,中国,广西,百色,NULL,二星及其他,低星,14,NULL,NULL,NULL,22.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3680,6.47%,0
baise_3066,百色凌云鑫珲五灵宾馆,中国,广西,百色,NULL,二星及其他,低星,15,NULL,NULL,NULL,22.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3680,6.47%,0
baise_3067,百色凌云西园宾馆,中国,广西,百色,NULL,二星及其他,低星,16,NULL,NULL,NULL,22.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3680,6.47%,0
baise_3068,百色凌云乐园宾馆,中国,广西,百色,NULL,二星及其他,低星,13,NULL,NULL,NULL,22.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3680,6.47%,0
baise_3069,百色乐业三星宾馆,中国,广西,百色,NULL,二星及其他,低星,20,NULL,NULL,NULL,22.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3680,6.47%,0
baise_3070,乐业东芬宾馆,中国,广西,百色,NULL,二星及其他,低星,14,NULL,NULL,NULL,22.35,1,1,NULL,NULL,1,1,NULL,NULL,1,100.00%,3680,6.47%,0
baise_3071,百色德保居家便捷酒店东蒙店,中国,广西,百色,NULL,二星及其他,低星,15,NULL,3,1,22.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3680,6.47%,0
baise_3072,百色右江区五洲宾馆,中国,广西,百色,NULL,二星及其他,低星,15,NULL,NULL,NULL,22.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3680,6.47%,0
baise_3074,百色德保圣益商务快捷酒店,中国,广西,百色,NULL,二星及其他,低星,18,NULL,NULL,NULL,22.35,7,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3680,6.47%,0
baise_3075,百色乐业利业旅馆,中国,广西,百色,NULL,二星及其他,低星,12,NULL,NULL,NULL,22.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3680,6.47%,0
baise_3076,乐业梦月旅馆,中国,广西,百色,NULL,二星及其他,低星,18,NULL,NULL,NULL,22.35,2,4,NULL,NULL,2,4,NULL,NULL,1,50.00%,3680,6.47%,0
baise_3077,百色乐业金都旅馆,中国,广西,百色,NULL,二星及其他,低星,14,NULL,NULL,NULL,22.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3680,6.47%,0
baise_3078,百色乐业天福旅馆,中国,广西,百色,NULL,二星及其他,低星,15,NULL,NULL,NULL,22.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3680,6.47%,0
baise_3079,乐业好世界商务宾馆,中国,广西,百色,NULL,二星及其他,低星,30,NULL,3,1,22.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3680,6.47%,0
baise_3080,乐业锦绣宾馆,中国,广西,百色,NULL,二星及其他,低星,20,NULL,NULL,NULL,22.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3680,6.47%,0
baise_3081,乐业鑫鑫宾馆,中国,广西,百色,NULL,二星及其他,低星,30,NULL,NULL,NULL,22.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3680,6.47%,0
baise_3082,乐业红枫叶旅馆,中国,广西,百色,NULL,二星及其他,低星,15,NULL,NULL,NULL,22.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3680,6.47%,0
baise_3083,乐业盛世宾馆,中国,广西,百色,NULL,二星及其他,低星,28,NULL,NULL,NULL,22.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3680,6.47%,0
baise_3084,乐业同乐客栈,中国,广西,百色,NULL,二星及其他,低星,18,NULL,NULL,NULL,22.35,2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3680,6.47%,0
baise_3085,乐业旭日宾馆,中国,广西,百色,NULL,二星及其他,低星,14,NULL,NULL,NULL,22.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3680,6.47%,0
baise_3086,乐业安福宾馆,中国,广西,百色,NULL,二星及其他,低星,12,NULL,NULL,NULL,22.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3680,6.47%,0
baise_3087,乐业大旅社,中国,广西,百色,NULL,二星及其他,低星,40,NULL,NULL,NULL,22.35,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3680,6.47%,0
baise_3088,乐业QQ阳光商务宾馆,中国,广西,百色,,二星及其他,低星,25,NULL,1,1,22.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3680,6.47%,0
baise_3089,德保聚鑫旅馆,中国,广西,百色,NULL,二星及其他,低星,15,NULL,NULL,NULL,22.35,2,3,NULL,NULL,2,3,NULL,NULL,1,50.00%,3680,6.47%,0
baise_3090,凌云腾飞便捷宾馆,中国,广西,百色,NULL,二星及其他,低星,18,NULL,NULL,NULL,22.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3680,6.47%,0
baise_3091,凌云新欣宾馆,中国,广西,百色,NULL,二星及其他,低星,12,NULL,NULL,NULL,22.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3680,6.47%,0
baise_3092,凌云吉安宾馆,中国,广西,百色,NULL,二星及其他,低星,13,NULL,NULL,NULL,22.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3680,6.47%,0
baise_3093,凌云兴隆宾馆,中国,广西,百色,NULL,二星及其他,低星,20,NULL,NULL,NULL,22.35,2,2,NULL,NULL,2,2,NULL,NULL,1,50.00%,3680,6.47%,0
baise_3094,乐业易居商务宾馆,中国,广西,百色,NULL,二星及其他,低星,25,NULL,NULL,NULL,22.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3680,6.47%,0
baise_3095,乐业七彩宾馆,中国,广西,百色,NULL,二星及其他,低星,14,NULL,NULL,NULL,22.35,1,1,NULL,NULL,1,1,NULL,NULL,0,0.00%,3680,6.47%,1
baise_3096,乐业芒果酒店,中国,广西,百色,NULL,二星及其他,低星,60,NULL,2.627010107,7,22.35,12,17,6,9,10,14,5,7,1,10.00%,3680,6.47%,0
baise_3097,百色乐业旭日宾馆,中国,广西,百色,NULL,二星及其他,低星,14,NULL,NULL,NULL,22.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3680,6.47%,0
baise_3098,靖西石山水旅馆,中国,广西,百色,NULL,二星及其他,低星,10,NULL,NULL,NULL,22.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3680,6.47%,0
baise_3099,靖西金山商务酒店,中国,广西,百色,NULL,二星及其他,低星,20,NULL,2.471699953,8,22.35,4,8,2,2,4,8,2,2,0,0.00%,3680,6.47%,1
baise_3101,靖西延春宾馆,中国,广西,百色,NULL,二星及其他,低星,20,NULL,NULL,NULL,22.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3680,6.47%,0
baise_3102,靖西兴泰宾馆,中国,广西,百色,NULL,二星及其他,低星,16,NULL,NULL,NULL,22.35,2,2,1,1,2,2,1,1,0,0.00%,3680,6.47%,1
baise_3103,靖西宏运宾馆,中国,广西,百色,NULL,二星及其他,低星,20,NULL,NULL,NULL,22.35,8,9,4,4,8,9,4,4,1,12.50%,3680,6.47%,0
baise_3104,百色那坡丹桂酒店,中国,广西,百色,NULL,二星及其他,低星,36,NULL,4.78260994,2,22.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3680,6.47%,0
baise_3105,百色那坡湘桂宾馆,中国,广西,百色,NULL,二星及其他,低星,30,NULL,NULL,NULL,22.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3680,6.47%,0
baise_3106,百色那坡万达宾馆,中国,广西,百色,NULL,二星及其他,低星,30,NULL,4,1,22.35,2,2,NULL,NULL,2,2,NULL,NULL,0,0.00%,3680,6.47%,1
baise_3107,百色田东雅祺度假酒店,中国,广西,百色,NULL,二星及其他,低星,23,NULL,4,1,22.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3680,6.47%,0
baise_3108,百色凌云锦鸿宾馆,中国,广西,百色,NULL,二星及其他,低星,20,NULL,NULL,NULL,22.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3680,6.47%,0
baise_3109,百色凌云金都宾馆,中国,广西,百色,NULL,二星及其他,低星,16,NULL,NULL,NULL,22.35,1,1,1,1,1,1,1,1,0,0.00%,3680,6.47%,1
baise_3110,百色凌云金海湾便捷宾馆,中国,广西,百色,NULL,二星及其他,低星,20,NULL,NULL,NULL,22.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3680,6.47%,0
baise_3111,靖西百宏宾馆,中国,广西,百色,NULL,二星及其他,低星,20,NULL,5,3,22.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3680,6.47%,0
baise_3112,靖西宏邦宾馆,中国,广西,百色,NULL,二星及其他,低星,15,NULL,NULL,NULL,22.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3680,6.47%,0
baise_3113,乐业福来登大酒店,中国,广西,百色,NULL,二星及其他,低星,NULL,NULL,NULL,NULL,22.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3680,6.47%,0
baise_3114,乐业安居旅馆,中国,广西,百色,NULL,二星及其他,低星,12,NULL,NULL,NULL,22.35,1,2,NULL,NULL,1,2,NULL,NULL,1,100.00%,3680,6.47%,0
baise_3115,乐业黄河宾馆,中国,广西,百色,NULL,二星及其他,低星,12,NULL,NULL,NULL,22.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3680,6.47%,0
baise_3116,田东红烛新宾馆田东东宁店,中国,广西,百色,NULL,二星及其他,低星,15,NULL,NULL,NULL,22.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3680,6.47%,0
baise_3117,百色祥和园商务宾馆田东环城店,中国,广西,百色,NULL,二星及其他,低星,16,NULL,5,1,22.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3680,6.47%,0
baise_3118,田东云泰便捷酒店,中国,广西,百色,NULL,二星及其他,低星,30,NULL,4.678569794,6,22.35,4,6,4,6,4,6,4,6,0,0.00%,3680,6.47%,1
baise_3119,田东雅祺度假酒店合恒店,中国,广西,百色,NULL,二星及其他,低星,35,NULL,NULL,NULL,22.35,15,15,9,9,15,15,9,9,1,6.67%,3680,6.47%,0
baise_3120,百色居家便捷酒店,中国,广西,百色,NULL,二星及其他,低星,30,NULL,3.909090042,2,22.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3680,6.47%,0
baise_3121,百色安安便捷宾馆,中国,广西,百色,NULL,二星及其他,低星,40,NULL,4,5,22.35,5,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3680,6.47%,0
baise_3122,百色金银泰大酒店,中国,广西,百色,NULL,二星及其他,低星,NULL,NULL,NULL,NULL,22.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3680,6.47%,0
baise_3123,百色金土地大酒店,中国,广西,百色,NULL,二星及其他,低星,NULL,NULL,NULL,NULL,22.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3680,6.47%,0
baise_3124,那坡睦边大酒店,中国,广西,百色,NULL,三星级/舒适,低星,80,NULL,3.677419901,4,22.35,5,11,4,9,NULL,NULL,NULL,NULL,NULL,NULL,3680,6.47%,0
baise_3125,田阳东泰宾馆,中国,广西,百色,NULL,二星及其他,低星,NULL,NULL,NULL,NULL,22.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3680,6.47%,0
baise_3126,田东帝豪大酒店,中国,广西,百色,NULL,二星及其他,低星,NULL,NULL,NULL,NULL,22.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3680,6.47%,0
baise_3127,隆林昌达宾馆,中国,广西,百色,NULL,二星及其他,低星,NULL,NULL,NULL,NULL,22.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3680,6.47%,0
baise_3128,百色宇恒商务酒店,中国,广西,百色,NULL,二星及其他,低星,NULL,NULL,NULL,NULL,22.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3680,6.47%,0
baise_3129,田东福鼎商务宾馆,中国,广西,百色,NULL,二星及其他,低星,15,NULL,NULL,NULL,22.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3680,6.47%,0
baise_3130,百色乐业丰乐商务宾馆,中国,广西,百色,NULL,二星及其他,低星,25,NULL,NULL,NULL,22.35,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3680,6.47%,0
baise_3131,百色平果迪尔曼便捷酒店,中国,广西,百色,NULL,二星及其他,低星,32,NULL,4.619390011,19,22.35,14,19,9,12,10,12,5,5,1,10.00%,3680,6.47%,0
baise_3132,那坡联信商务宾馆,中国,广西,百色,NULL,二星及其他,低星,35,NULL,5,1,22.35,12,21,4,4,6,8,3,3,1,16.67%,3680,6.47%,0
baise_3133,那坡曼布依旅馆,中国,广西,百色,NULL,二星及其他,低星,10,NULL,NULL,NULL,22.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3680,6.47%,0
baise_3135,德保锦福来宾馆,中国,广西,百色,NULL,二星及其他,低星,17,NULL,NULL,NULL,22.35,6,7,NULL,NULL,6,7,NULL,NULL,4,66.67%,3680,6.47%,0
baise_3136,德保锦来商务宾馆,中国,广西,百色,NULL,二星及其他,低星,16,NULL,NULL,NULL,22.35,4,8,NULL,NULL,3,3,NULL,NULL,3,100.00%,3680,6.47%,0
baise_3137,百色居家便捷酒店德保新隆店,中国,广西,百色,NULL,二星及其他,低星,25,NULL,NULL,NULL,22.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3680,6.47%,0
baise_3138,乐业玉业宾馆,中国,广西,百色,NULL,二星及其他,低星,25,NULL,NULL,NULL,22.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3680,6.47%,0
baise_3139,百色怡景便捷宾馆,中国,广西,百色,NULL,二星及其他,低星,NULL,NULL,2.422820091,5,22.35,4,4,2,2,4,4,2,2,0,0.00%,3680,6.47%,1
baise_3140,乐业华天宾馆,中国,广西,百色,NULL,二星及其他,低星,28,NULL,NULL,NULL,22.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3680,6.47%,0
baise_3141,那坡帝隆宾馆,中国,广西,百色,NULL,二星及其他,低星,17,NULL,NULL,NULL,22.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3680,6.47%,0
baise_3142,德保馨雅宾馆,中国,广西,百色,NULL,二星及其他,低星,30,NULL,NULL,NULL,22.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3680,6.47%,0
baise_3143,百色乐业鑫隆宾馆,中国,广西,百色,NULL,二星及其他,低星,28,NULL,NULL,NULL,22.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3680,6.47%,0
baise_3144,百色乐业鑫丰缘假日宾馆,中国,广西,百色,NULL,二星及其他,低星,25,NULL,NULL,NULL,22.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3680,6.47%,0
baise_3145,百色乐业清逸宾馆,中国,广西,百色,NULL,二星及其他,低星,20,NULL,NULL,NULL,22.35,2,4,1,2,NULL,NULL,NULL,NULL,NULL,NULL,3680,6.47%,0
baise_3146,百色德保锦都商务宾馆,中国,广西,百色,NULL,二星及其他,低星,16,NULL,NULL,NULL,22.35,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3680,6.47%,0
baise_3147,百色田林新天地酒店,中国,广西,百色,NULL,二星及其他,低星,45,NULL,4.741380215,6,22.35,5,7,2,3,NULL,NULL,NULL,NULL,NULL,NULL,3680,6.47%,0
baise_3148,那坡吉祥宾馆,中国,广西,百色,NULL,二星及其他,低星,35,NULL,5,1,22.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3680,6.47%,0
baise_3149,那坡忆万家宾馆,中国,广西,百色,NULL,二星及其他,低星,16,NULL,NULL,NULL,22.35,3,4,3,4,3,4,3,4,0,0.00%,3680,6.47%,1
baise_3150,那坡谊居商务酒店,中国,广西,百色,NULL,二星及其他,低星,30,NULL,3.359999895,5,22.35,9,18,5,10,9,18,5,10,1,11.11%,3680,6.47%,0
baise_3151,那坡云天宾馆,中国,广西,百色,NULL,二星及其他,低星,16,NULL,NULL,NULL,22.35,5,5,3,3,5,5,3,3,0,0.00%,3680,6.47%,1
baise_3152,那坡富豪宾馆,中国,广西,百色,NULL,二星及其他,低星,17,NULL,NULL,NULL,22.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3680,6.47%,0
baise_3153,德保锦红商务宾馆,中国,广西,百色,NULL,二星及其他,低星,17,NULL,NULL,NULL,22.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3680,6.47%,0
baise_3154,德保兴源宾馆,中国,广西,百色,NULL,二星及其他,低星,15,NULL,NULL,NULL,22.35,3,5,1,2,2,3,1,2,1,50.00%,3680,6.47%,0
baise_3155,百色德保永盛商务宾馆,中国,广西,百色,NULL,二星及其他,低星,15,NULL,NULL,NULL,22.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3680,6.47%,0
baise_3156,德保馨语便捷宾馆,中国,广西,百色,NULL,二星及其他,低星,30,NULL,4,2,22.35,1,1,NULL,NULL,1,1,NULL,NULL,1,100.00%,3680,6.47%,0
baise_3157,百色靖西鸿盛旅馆,中国,广西,百色,NULL,二星及其他,低星,15,NULL,NULL,NULL,22.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3680,6.47%,0
baise_3158,百色靖西雅居旅馆,中国,广西,百色,NULL,二星及其他,低星,15,NULL,NULL,NULL,22.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3680,6.47%,0
baise_3159,百色靖西鹏翔旅馆,中国,广西,百色,NULL,二星及其他,低星,15,NULL,NULL,NULL,22.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3680,6.47%,0
baise_3160,百色居家便捷酒店德保德盛店,中国,广西,百色,NULL,二星及其他,低星,30,NULL,5,1,22.35,3,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3680,6.47%,0
baise_3161,德保世昌宾馆吉星一店,中国,广西,百色,NULL,二星及其他,低星,15,NULL,NULL,NULL,22.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3680,6.47%,0
baise_3162,靖西君铭旅馆,中国,广西,百色,NULL,二星及其他,低星,15,NULL,NULL,NULL,22.35,1,1,NULL,NULL,1,1,NULL,NULL,0,0.00%,3680,6.47%,1
baise_3163,百色靖西如家旅馆,中国,广西,百色,NULL,二星及其他,低星,15,NULL,NULL,NULL,22.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3680,6.47%,0
baise_3164,靖西鑫宇旅馆,中国,广西,百色,NULL,二星及其他,低星,15,NULL,NULL,NULL,22.35,2,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3680,6.47%,0
baise_3165,百色那坡威煌酒店,中国,广西,百色,NULL,二星及其他,低星,23,NULL,5,1,22.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3680,6.47%,0
baise_3166,百色靖西恒丰旅馆,中国,广西,百色,NULL,二星及其他,低星,14,NULL,NULL,NULL,22.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3680,6.47%,0
baise_3167,靖西旭升商务宾馆,中国,广西,百色,NULL,二星及其他,低星,30,NULL,NULL,NULL,22.35,2,2,NULL,NULL,2,2,NULL,NULL,1,50.00%,3680,6.47%,0
baise_3168,百色德保友来商务宾馆,中国,广西,百色,NULL,二星及其他,低星,20,NULL,NULL,NULL,22.35,7,14,NULL,NULL,6,9,NULL,NULL,4,66.67%,3680,6.47%,0
baise_3169,百色爱尚宾馆,中国,广西,百色,NULL,二星及其他,低星,20,NULL,NULL,NULL,22.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3680,6.47%,0
baise_3170,田林金沙快捷酒店,中国,广西,百色,NULL,二星及其他,低星,20,NULL,NULL,NULL,22.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3680,6.47%,0
baise_3172,凌云冠宏商务酒店,中国,广西,百色,NULL,二星及其他,低星,48,NULL,NULL,NULL,22.35,3,3,NULL,NULL,3,3,NULL,NULL,1,33.33%,3680,6.47%,0
baise_3173,凌云豪丽商务宾馆,中国,广西,百色,NULL,二星及其他,低星,40,NULL,4.432429791,3,22.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3680,6.47%,0
baise_3174,百色馨雅商务宾馆,中国,广西,百色,NULL,二星及其他,低星,20,NULL,4.039269924,39,22.35,18,21,14,16,18,21,14,16,0,0.00%,3680,6.47%,1
baise_3175,百色万红便捷宾馆,中国,广西,百色,NULL,二星及其他,低星,25,NULL,3.275860071,3,22.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3680,6.47%,0
baise_3176,德保县嘉悦假日酒店,中国,广西,百色,NULL,二星及其他,低星,NULL,NULL,5,2,22.35,4,6,NULL,NULL,4,6,NULL,NULL,4,100.00%,3680,6.47%,0
baise_3177,百色尚林便捷宾馆,中国,广西,百色,NULL,二星及其他,低星,35,NULL,NULL,NULL,22.35,1,1,1,1,1,1,1,1,0,0.00%,3680,6.47%,1
baise_3178,百色久鑫商务宾馆,中国,广西,百色,NULL,二星及其他,低星,24,NULL,3,1,22.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3680,6.47%,0
baise_3179,德保锦旺商务宾馆东蒙路隆盛社区南二街店,中国,广西,百色,NULL,二星及其他,低星,20,NULL,3.796499968,27,22.35,48,63,20,26,47,61,19,24,6,12.77%,3680,6.47%,0
baise_3180,城市便捷酒店百色平果平新路店,中国,广西,百色,NULL,经济型,低星,93,NULL,4.606780052,61,22.35,60,80,28,41,53,69,26,39,0,0.00%,3680,6.47%,1
baise_3181,田东浙商商务宾馆分店,中国,广西,百色,NULL,二星及其他,低星,30,NULL,NULL,NULL,22.35,1,1,NULL,NULL,1,1,NULL,NULL,0,0.00%,3680,6.47%,1
baise_3182,百色华山酒店,中国,广西,百色,NULL,二星及其他,低星,46,NULL,5,6,22.35,11,12,7,8,11,12,7,8,0,0.00%,3680,6.47%,1
baise_3183,平果县鑫海宾馆,中国,广西,百色,NULL,二星及其他,低星,30,NULL,3,2,22.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3680,6.47%,0
baise_3184,百色世昌宾馆德保吉星二店,中国,广西,百色,NULL,二星及其他,低星,15,NULL,NULL,NULL,22.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3680,6.47%,0
baise_3185,靖西环球大酒店,中国,广西,百色,NULL,四星级/高档,OTA,418,NULL,4.584179878,489,22.35,162,238,94,150,NULL,NULL,NULL,NULL,NULL,NULL,3680,6.47%,0
baise_3187,百色平果县广兴大酒店,中国,广西,百色,NULL,二星及其他,低星,128,NULL,4.597400188,24,22.35,10,12,8,10,8,10,7,9,0,0.00%,3680,6.47%,1
baise_3188,百色富泰酒店,中国,广西,百色,NULL,二星及其他,低星,66,NULL,2.706899881,6,22.35,4,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3680,6.47%,0
baise_3189,百色仁意商务宾馆德保东蒙店,中国,广西,百色,NULL,二星及其他,低星,20,NULL,NULL,NULL,22.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3680,6.47%,0
baise_3190,田阳县壮依福馨酒店,中国,广西,百色,NULL,二星及其他,低星,28,NULL,4.058899879,19,22.35,1,1,NULL,NULL,1,1,NULL,NULL,0,0.00%,3680,6.47%,1
baise_3191,百色麒宝商务宾馆,中国,广西,百色,NULL,二星及其他,低星,NULL,NULL,4,1,22.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3680,6.47%,0
